Text,Polarity,Agreement,Subjectivity,Confidence,Irony
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
"Great hotel to stay at. Clean rooms, great breakfast buffet, but most of all is the service. Huda the manager at the reception desk makes you feel at home, with a great smile very welcoming very friendly. I believe that hospitality in hotels showed be above and beyond well this hotel is second to none. Thank you for the great stay",P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC
